,priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage,OOSLA
1278,1,0,2,0.0,11,0,0,0,0,1,0,0,0,18,0,0,0,2,0.133333333,0.0,0.0,0.0,0.071112782,0.166664213,0
1279,1,1,2,379.0,134,1,1,13,8,15,1,13,1,490,18,0,0,0,0.46666666700000003,0.0,0.0,0.133333333,0.7688963409999999,0.231632695,1
1280,0,5,3,20.6,33,1,1,2,4,16,1,16,1,358,25,0,0,0,3.0,0.2,0.0,1.0,0.492404819,0.35795906200000005,1
1281,0,0,2,0.0,71,0,0,0,0,6,2,6,2,194,54,0,0,0,0.2,0.0,0.0,0.0,0.912910938,0.192233488,1
1282,0,0,4,0.0,35,1,1,6,0,2,1,1,1,55,31,2,0,5,2.6,0.0,0.0,0.2,0.610153556,0.9704565999999999,1
1283,1,3,7,10.66666667,106,2,2,0,0,108,7,106,7,3212,161,1,0,0,0.8666666670000001,0.066666667,0.133333333,0.533333333,0.03637746,0.176260933,0
1284,1,9,8,31.11111111,76,0,0,0,28,30,7,30,7,641,124,3,0,0,2.2,0.26666666699999997,0.26666666699999997,1.0,0.507141411,0.004158093,0
1285,1,1,3,13.0,74,1,1,10,62,17,2,17,2,706,80,2,0,0,0.666666667,0.0,0.0,0.066666667,0.037404746,0.19902117600000002,0
1286,0,2,5,9.5,77,4,4,4,4,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.10798406599999999,0.00529354,0
1287,1,1,4,16.0,44,0,0,0,0,14,5,14,5,502,196,2,0,0,0.333333333,0.0,0.0,0.066666667,0.048342197999999996,0.268149525,0
1288,0,2,6,17.0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.8,0.108754396,0.070205249,0
1289,2,5,8,73.6,84,7,7,131,72,2,0,2,0,53,0,0,0,0,0.5,0.0,0.045454545,0.409090909,0.09369748800000001,0.004132604000000001,0
1290,1,10,9,167.5,127,0,0,0,0,70,7,70,7,2495,283,2,0,0,1.333333333,0.066666667,0.133333333,1.066666667,0.035570115,0.004128321,0
1291,0,2,2,9.5,116,1,1,5,84,322,55,322,55,8403,1392,0,0,0,3.4,1.2,0.0,0.4,0.47855010600000003,0.235612214,1
1292,1,1,3,7.0,35,0,0,0,0,18,5,18,5,439,112,1,0,0,1.133333333,0.066666667,0.0,0.066666667,0.502348483,0.0042056870000000005,1
1293,1,0,2,0.0,36,0,0,0,0,3,0,3,0,61,0,0,0,19,0.133333333,0.0,0.0,0.0,0.9713034629999999,0.22998048399999999,1
1294,0,0,2,0.0,158,2,2,0,0,19,3,19,3,739,111,0,0,0,1.2,0.4,0.0,0.0,0.806801558,0.182768643,1
1295,1,2,4,79.0,73,0,0,25,0,20,3,20,3,593,69,0,0,0,1.2,0.46666666700000003,0.066666667,0.6,0.038506061,0.011650329,0
1296,1,7,5,74.14285714,242,0,0,26,1,5,1,5,1,120,38,0,0,0,1.4,0.2,0.666666667,1.0,0.038197786,0.121347703,0
1297,2,3,8,161.0,168,37,37,94,49,24,9,24,9,547,176,2,0,0,0.545454545,0.045454545,0.0,0.181818182,0.050911486,0.004342302,0
1298,0,0,6,0.0,58,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6,0.0,0.0,0.2,0.126056582,0.0041531020000000005,0
1299,1,2,4,13.0,324,8,8,0,0,13,1,13,1,262,27,0,0,0,0.26666666699999997,0.0,0.066666667,0.533333333,0.099727422,0.150462836,0
1300,1,3,9,21.33333333,167,0,0,0,0,42,4,42,4,1307,112,1,0,11,0.8666666670000001,0.0,0.333333333,1.466666667,0.040539205,0.39234331299999997,0
1301,1,1,2,16.0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.133333333,0.066666667,0.133333333,0.068623364,0.201281995,0
1302,1,2,3,20.0,19,2,2,0,0,13,1,13,1,440,31,1,0,0,0.933333333,0.133333333,0.0,0.2,0.468546003,0.5823616979999999,0
1303,1,1,4,115.0,115,0,0,0,19,49,2,49,2,1800,47,0,0,6,0.8,0.0,0.0,0.066666667,0.035759002000000005,0.3109667,1
1304,0,1,4,8.0,63,9,9,6,2,26,2,26,2,790,73,1,0,13,1.6,0.0,0.2,2.0,0.720531404,0.015668183999999998,0
1305,1,0,2,0.0,134,13,13,36,173,85,15,85,15,2434,405,0,0,0,0.066666667,0.0,0.0,0.0,0.930284023,0.35773599100000003,1
1306,1,1,5,8.0,255,8,8,0,0,12,0,12,0,367,0,0,0,0,0.333333333,0.0,0.066666667,0.666666667,0.040319979,0.299339294,0
1307,1,10,13,39.5,137,1,1,1,93,19,15,19,15,483,349,1,0,21,2.266666667,0.133333333,0.0,0.8,0.034275442,0.061091735999999994,0
1308,0,1,5,10.0,317,9,9,19,391,2,2,2,2,71,71,0,0,0,1.6,0.0,0.0,0.8,0.09138763,0.127508879,0
1309,0,1,2,4.0,15,0,0,113,31,5,2,5,2,169,66,0,0,0,1.0,0.2,0.4,1.4,0.152830094,0.056915425,0
1310,1,0,1,0.0,160,4,4,4,0,10,3,10,3,384,104,1,1,0,0.066666667,0.0,0.0,0.0,0.8692822459999999,0.381509781,1
1311,0,2,5,33.0,37,48,46,89,62,9,7,9,7,296,199,1,1,0,1.0,0.0,0.2,1.4,0.254782856,0.244387448,0
1312,0,1,5,108.0,16,23,23,183,69,23,3,23,3,710,86,1,0,13,1.8,0.0,0.0,1.0,0.7326444390000001,0.163593799,0
1313,0,2,3,25.0,134,3,2,0,0,110,4,110,4,2554,57,0,0,0,0.6,0.0,0.0,0.4,0.9000786540000001,0.038975783,1
1314,0,0,0,0.0,48,2,2,0,0,33,26,33,26,754,596,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
1315,1,1,5,115.0,46,0,0,0,0,2,2,2,2,68,68,0,0,0,0.26666666699999997,0.0,0.0,0.333333333,0.07074478299999999,0.327198386,0
1316,1,1,3,41.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0.0,0.066666667,0.26666666699999997,0.533708096,0.28408485699999997,0
1317,0,0,3,0.0,59,61,60,125,33,49,21,49,21,1192,473,0,0,0,0.6,0.0,0.0,0.0,0.799106717,0.038975783,1
1318,0,7,9,16.85714286,74,1,1,2,163,398,58,398,58,10624,1740,0,0,0,3.4,1.2,0.6,3.2,0.152965635,0.235612214,1
1319,0,1,5,5.0,58,2,2,2,26,24,2,23,2,1170,93,0,0,0,3.0,0.2,0.4,1.2,0.276440263,0.108368911,0
1320,1,3,4,19.33333333,89,0,0,0,5,4,0,4,0,171,0,0,0,0,0.46666666700000003,0.0,0.0,0.26666666699999997,0.7864272590000001,0.015860688,1
1321,0,0,2,0.0,163,7,7,22,52,19,2,19,2,574,46,0,0,0,0.2,0.0,0.0,0.2,0.9125939609999999,0.327198386,1
1322,2,1,3,5.0,20,0,0,7,0,5,1,5,1,175,52,0,0,3,0.409090909,0.045454545,0.0,0.181818182,0.055296421,0.14988510300000002,0
1323,1,0,2,0.0,153,0,0,0,0,0,0,0,0,0,0,1,1,0,0.333333333,0.066666667,0.0,0.0,0.610611737,0.902240396,1
1324,1,0,4,0.0,52,3,3,6,5,44,1,44,1,1512,34,0,0,0,0.333333333,0.0,0.0,0.066666667,0.74223876,0.188180447,0
1325,1,0,3,0.0,271,9,9,25,166,2,1,2,1,55,31,1,0,0,0.4,0.0,0.0,0.066666667,0.045473874000000004,0.1964681,0
1326,1,0,6,0.0,166,0,0,0,0,42,4,42,4,1307,112,1,0,11,0.666666667,0.2,0.0,0.26666666699999997,0.107203782,0.39234331299999997,0
1327,2,1,3,61.0,116,48,48,0,0,38,6,38,6,1018,140,0,0,0,0.181818182,0.0,0.0,0.13636363599999998,0.06817749099999999,0.004985122,0
1328,0,1,3,3.0,119,0,0,0,0,1,0,1,0,15,0,0,0,0,0.8,0.2,0.2,0.4,0.874221921,0.42953196200000004,1
1329,0,1,6,6.0,336,8,8,0,0,3,1,3,1,59,22,0,0,0,1.0,0.0,0.0,0.6,0.81442225,0.150462836,1
1330,0,0,3,0.0,91,4,4,0,0,23,4,23,4,782,113,2,0,0,1.4,0.0,0.0,0.2,0.749540985,0.9311338659999999,0
1331,1,1,3,22.0,194,0,0,0,9,18,4,18,4,485,162,0,0,0,0.666666667,0.133333333,0.0,0.26666666699999997,0.32474625100000004,0.098064296,1
1332,0,0,6,0.0,251,0,0,0,0,0,0,0,0,0,0,1,1,0,1.2,0.0,0.0,1.0,0.15128687,0.969560623,0
1333,0,0,4,0.0,268,9,9,19,391,11,8,11,8,390,297,0,0,0,0.8,0.0,0.0,1.2,0.29463601100000003,0.41243702200000004,0
1334,1,0,2,0.0,335,8,8,0,0,12,0,12,0,367,0,0,0,0,0.133333333,0.0,0.0,0.0,0.9424316290000001,0.299339294,1
1335,0,8,6,17.75,76,7,7,10,132,31,3,31,3,1040,114,1,1,0,2.4,0.2,0.6,3.0,0.317937016,0.019729359,0
1336,1,0,2,0.0,142,0,0,0,68,0,0,0,0,0,0,0,0,0,0.133333333,0.0,0.0,0.0,0.936807513,0.409630179,1
1337,1,4,4,48.25,99,20,19,0,0,26,3,26,3,700,58,0,0,0,0.6,0.0,0.066666667,0.4,0.042185605,0.0048357370000000005,0
1338,1,1,3,144.0,268,0,0,0,27,8,2,8,2,226,60,0,0,0,0.533333333,0.0,0.066666667,0.533333333,0.304501683,0.41243702200000004,0
1339,2,1,4,115.0,52,2,2,0,0,11,1,11,1,423,56,0,0,0,0.13636363599999998,0.0,0.0,0.318181818,0.81195271,0.35773599100000003,1
1340,0,7,4,22.71428571,42,2,2,0,0,336,40,336,40,8611,1044,0,0,0,3.6,0.8,0.4,1.4,0.09719353900000001,0.235612214,0
1341,0,0,4,0.0,58,0,0,5,21,21,0,20,0,789,0,0,0,0,0.8,0.4,0.0,0.2,0.271935761,0.416321784,0
1342,0,1,2,11.0,88,1,1,10,0,277,40,277,40,6926,1026,1,0,0,1.8,0.4,0.0,0.2,0.69924593,0.409767926,1
1343,2,1,2,3.0,120,101,100,330,107,8,4,8,4,238,136,0,0,3,0.090909091,0.0,0.0,0.045454545,0.410412163,0.130892351,1
1344,0,7,6,28.71428571,155,3,3,103,59,101,6,101,6,2713,155,0,0,0,2.6,0.0,0.2,2.4,0.162020296,0.03658206,0
1345,0,4,4,14.0,45,1,1,0,0,7,6,6,5,135,118,0,0,0,1.2,0.0,0.6,1.6,0.700556815,0.24205380699999998,0
1346,0,1,3,7.0,217,0,0,0,20,0,0,0,0,0,0,0,0,0,2.0,0.6,0.0,0.2,0.729681253,0.28408485699999997,1
1347,0,7,10,23.85714286,82,0,0,0,0,12,4,12,4,311,88,3,1,0,7.8,1.6,0.4,2.8,0.101520628,0.017147163,0
1348,0,6,5,10.66666667,86,0,0,0,0,1,0,1,0,17,0,0,0,0,1.8,0.0,0.2,2.6,0.109179169,0.150462836,0
1349,1,6,10,25.16666667,185,4,4,0,0,2,1,2,1,87,50,2,1,42,0.933333333,0.0,0.2,1.466666667,0.10544318,0.005802819,0
1350,1,1,2,60.0,210,1,1,1,14,31,2,31,2,932,54,0,0,0,0.2,0.0,0.0,0.333333333,0.086850494,0.098064296,0
1351,1,1,2,13.0,121,0,0,0,0,10,1,10,1,302,48,1,0,4,0.6,0.0,0.0,0.066666667,0.556316316,0.095117711,0
1352,0,22,11,97.95454545,68,1,1,0,0,135,20,135,20,3164,496,9,1,0,7.2,1.0,0.2,6.2,0.277199358,0.970667362,1
1353,1,1,5,9.0,280,0,0,0,68,0,0,0,0,0,0,1,0,18,0.533333333,0.066666667,0.0,0.133333333,0.674277067,0.970617175,1
1354,2,2,5,77.0,113,42,41,113,37,6,0,6,0,162,0,1,0,0,0.409090909,0.045454545,0.045454545,0.409090909,0.060578257,0.20854920100000002,0
1355,1,0,2,0.0,151,23,23,183,127,1,0,1,0,30,0,0,0,10,0.6,0.4,0.0,0.2,0.036536276,0.24205380699999998,0
1356,1,1,5,115.0,38,0,0,10,64,18,16,18,16,754,696,0,0,0,0.8,0.066666667,0.0,0.2,0.36832273,0.032966185,1
1357,0,0,3,0.0,17,0,0,0,0,3,1,3,1,49,17,0,0,0,2.0,0.2,0.4,1.8,0.108636737,0.008016364,0
1358,0,0,4,0.0,155,0,0,0,77,8,0,8,0,231,0,0,0,4,1.2,0.0,0.2,1.6,0.511003911,0.09839268,0
1359,0,1,2,6.0,154,0,0,0,0,126,22,126,22,3121,481,0,0,0,0.4,0.0,0.2,1.4,0.21452269,0.038975783,0
1360,1,0,3,0.0,248,0,0,0,68,0,0,0,0,0,0,0,0,0,0.2,0.066666667,0.0,0.0,0.9299070840000001,0.409630179,1
1361,1,5,6,17.0,94,0,0,0,0,1,0,0,0,55,0,1,0,0,0.8666666670000001,0.066666667,0.066666667,0.8666666670000001,0.045283049000000006,0.7850490809999999,0
1362,1,1,4,115.0,109,4,4,18,560,19,2,19,2,449,51,0,0,3,0.2,0.0,0.0,0.26666666699999997,0.038777024,0.171128064,0
1363,1,1,3,15.0,255,0,0,0,1,5,1,5,1,190,33,1,0,0,0.4,0.0,0.0,0.066666667,0.790059209,0.46690458100000004,1
1364,1,23,16,45.39130435,109,21,21,0,0,110,12,109,12,3473,396,3,1,0,3.0,0.26666666699999997,1.333333333,3.6,0.36067754,0.004154999,0
1365,1,8,11,15.75,201,0,0,13,143,4,1,4,1,93,17,2,0,0,2.666666667,0.26666666699999997,0.066666667,0.8666666670000001,0.036936849,0.004128458,0
1366,0,7,8,23.42857143,108,2,2,0,0,50,21,50,21,1659,652,1,0,0,3.2,0.2,0.2,2.4,0.132089674,0.164872929,0
1367,0,4,5,17.5,68,3,3,10,41,4,1,4,1,98,13,1,1,0,1.4,0.0,0.2,1.8,0.152335495,0.121226661,0
1368,2,3,5,18.0,90,141,140,507,116,24,4,24,4,640,101,0,0,0,0.272727273,0.0,0.045454545,0.681818182,0.050788969,0.130892351,0
1369,2,1,5,24.0,123,0,0,0,0,3,3,3,3,97,97,0,0,0,0.5,0.0,0.0,0.090909091,0.28999131899999997,0.108368911,1
1370,2,4,4,23.5,183,11,10,0,0,13,1,13,1,321,24,0,0,0,0.636363636,0.0,0.13636363599999998,0.409090909,0.11355733900000001,0.35773599100000003,0
1371,0,1,4,115.0,50,0,0,0,0,16,1,16,1,588,24,0,0,14,0.6,0.0,0.0,1.0,0.797500491,0.35773599100000003,1
1372,0,0,1,0.0,57,0,0,0,0,16,2,16,2,477,60,0,0,0,0.6,0.4,0.0,0.0,0.889543176,0.076894395,1
1373,2,1,5,12.0,115,45,44,0,0,10,1,10,1,433,26,0,0,0,0.545454545,0.0,0.045454545,0.5,0.064652562,0.104976915,0
1374,1,1,3,7.0,121,0,0,2,28,6,3,6,3,122,70,0,0,0,0.4,0.0,0.066666667,0.6,0.537367105,0.004142396,0
1375,1,11,10,34.09090909,65,2,2,9,15,27,2,27,2,786,29,2,1,0,1.333333333,0.2,0.133333333,2.0,0.035148054,0.018355891000000003,0
1376,2,2,7,71.0,65,4,4,28,5,12,2,12,2,333,46,0,0,7,0.636363636,0.045454545,0.045454545,0.9090909090000001,0.25957366800000004,0.09839268,0
1377,0,3,4,15.66666667,177,0,0,0,0,9,0,9,0,336,0,1,0,0,2.8,0.6,0.2,0.6,0.533800423,0.02929751,1
1378,1,1,3,9.0,32,0,0,0,0,29,1,29,1,860,16,0,0,0,0.333333333,0.0,0.066666667,0.6,0.308958471,0.171128064,0
1379,0,4,6,39.75,924,1,1,25,1,17,2,14,0,663,100,0,0,13,1.2,0.0,0.2,1.8,0.8557904359999999,0.231632695,1
1380,1,2,1,72.5,13,0,0,0,0,1,0,1,0,52,0,0,0,0,0.46666666700000003,0.066666667,0.0,0.133333333,0.037308127,0.035812296,0
1381,0,1,3,19.0,111,1,1,13,6,1,0,1,0,13,0,0,0,0,2.8,0.4,0.4,1.4,0.093319118,0.015737921000000002,0
1382,2,6,7,57.66666667,85,2,2,6,9,4,0,4,0,118,0,2,0,7,1.545454545,0.13636363599999998,0.0,0.363636364,0.267480195,0.004784377,1
1383,1,0,4,0.0,157,0,0,0,89,27,7,27,7,919,179,0,0,9,0.133333333,0.0,0.0,0.333333333,0.076786667,0.09839268,0
1384,1,2,6,12.5,113,10,9,0,0,27,7,27,7,708,138,1,1,0,0.6,0.0,0.0,0.533333333,0.588792026,0.062297065,0
1385,0,1,3,41.0,39,6,6,0,0,288,35,288,35,7254,927,0,0,0,0.2,0.0,0.2,1.4,0.911671162,0.235612214,0
1386,2,3,5,26.66666667,67,3,3,0,0,0,0,0,0,0,0,0,0,0,0.409090909,0.090909091,0.0,0.13636363599999998,0.260444045,0.24326466,0
1387,1,2,4,39.5,115,0,0,12,0,76,8,76,8,2071,186,0,0,3,1.066666667,0.2,0.0,0.133333333,0.082740515,0.038925372,0
1388,1,2,7,21.0,168,11,10,0,0,19,3,18,3,660,112,1,1,12,0.333333333,0.0,0.0,0.26666666699999997,0.3455621,0.061091735999999994,1
1389,0,2,3,14.0,51,1,1,0,0,6,6,6,6,281,281,0,0,7,0.6,0.2,0.2,1.4,0.853977859,0.3109667,1
1390,0,0,7,0.0,4445,0,0,0,14,11,3,11,3,352,82,4,1,0,0.4,0.0,0.0,1.6,0.813809395,0.963654876,1
1391,1,2,3,27.5,611,8,8,0,0,20,8,20,8,560,185,0,0,32,0.2,0.0,0.066666667,1.0,0.119620234,0.171128064,0
1392,1,13,14,19.53846154,74,1,1,10,62,81,7,81,7,2235,210,2,1,4,1.4,0.066666667,0.26666666699999997,1.6,0.29918921,0.28790307,0
1393,0,1,3,9.0,111,77,75,105,16,111,9,111,9,2500,157,1,0,0,1.6,0.0,0.0,0.2,0.80554235,0.049913742000000004,1
1394,1,1,2,5.0,52,1,1,0,0,19,3,19,3,540,141,0,0,0,0.133333333,0.0,0.066666667,0.533333333,0.103282899,0.03282259,0
1395,1,6,4,29.0,166,0,0,28,12,84,18,84,18,2331,462,0,0,0,0.933333333,0.0,0.0,0.4,0.034137249,0.038925372,0
1396,2,0,5,0.0,82,3,3,21,11,23,2,23,2,815,35,0,0,60,0.272727273,0.0,0.045454545,0.454545455,0.095617205,0.35773599100000003,0
1397,2,8,9,34.875,121,9,9,0,0,32,6,32,6,999,151,0,0,0,1.4090909090000001,0.22727272699999998,0.181818182,0.727272727,0.056358695,0.022201633,0
1398,2,17,10,150.1176471,634,0,0,0,0,2,0,2,0,83,0,4,0,9,2.1818181819999998,0.272727273,0.13636363599999998,1.363636364,0.052888572,0.012773247,0
1399,0,1,5,8.0,237,17,15,50,4,17,2,17,2,349,31,0,0,0,1.0,0.0,0.0,0.4,0.39902034399999997,0.097291797,0
1400,1,18,8,17.0,95,0,0,0,0,172,11,172,11,4191,326,1,0,0,2.733333333,0.2,0.066666667,1.6666666669999999,0.02952078,0.35281229,0
1401,2,11,12,18.27272727,58,0,0,0,0,8,4,8,4,298,96,1,0,0,0.9090909090000001,0.13636363599999998,0.0,0.590909091,0.561833978,0.176260933,0
1402,1,6,12,62.5,73,21,18,0,0,2,1,2,1,65,42,3,1,0,0.8,0.0,0.133333333,1.533333333,0.040663809,0.013566113999999999,0
1403,1,0,5,0.0,3207,0,0,0,16,26,5,26,5,631,122,0,0,0,0.333333333,0.0,0.0,0.133333333,0.071664244,0.008488109,0
1404,0,3,4,29.66666667,126,1,1,4,47,8,1,8,1,187,18,1,0,0,3.0,1.2,0.0,0.6,0.12343224900000001,0.18795535,0
1405,2,0,1,0.0,31,1,1,51,23,5,1,5,1,165,27,0,0,0,0.181818182,0.0,0.0,0.0,0.058351695999999995,0.299339294,0
1406,1,3,5,16.0,58,0,0,1,4,104,18,104,18,3264,628,0,0,0,0.533333333,0.066666667,0.0,0.26666666699999997,0.736413777,0.10708457199999999,1
1407,2,4,5,15.75,153,50,50,94,16,19,1,18,1,474,15,0,0,0,0.318181818,0.0,0.045454545,0.454545455,0.193302423,0.130892351,0
1408,0,5,6,36.8,160,4,4,0,0,21,2,21,2,650,49,0,0,11,5.6,2.0,0.0,2.0,0.279931873,0.188180447,0
1409,0,2,4,8.0,48,80,79,99,75,124,29,124,29,3022,601,0,0,0,1.6,0.2,0.2,1.4,0.159693867,0.038975783,0
1410,2,16,10,38.25,106,4,4,0,0,79,8,79,8,2386,283,3,1,0,1.045454545,0.0,0.545454545,1.4090909090000001,0.050812393,0.51813066,0
1411,2,5,7,23.2,100,83,81,320,82,3,0,3,0,76,0,1,1,0,0.590909091,0.0,0.045454545,0.636363636,0.289509356,0.022566827,0
1412,2,4,8,24.0,126,21,20,0,0,34,4,34,4,966,126,0,0,0,0.727272727,0.181818182,0.045454545,0.181818182,0.057534754,0.10708457199999999,0
1413,0,7,5,19.57142857,105,1,1,9,152,377,80,377,80,9736,2106,0,0,0,3.8,1.8,1.0,1.4,0.26939016600000004,0.235612214,0
1414,1,1,5,115.0,95,4,4,18,560,22,5,22,5,631,167,0,0,0,0.133333333,0.0,0.0,0.6,0.8710467820000001,0.327198386,1
1415,0,3,2,57.0,232,0,0,0,0,114,19,114,19,2404,416,0,0,0,1.6,0.6,0.4,1.6,0.157552451,0.038975783,0
1416,2,0,2,0.0,241,0,0,57,5,29,2,29,2,875,87,0,0,0,0.454545455,0.272727273,0.0,0.0,0.259448707,0.182768643,1
1417,1,1,10,22.0,109,1,1,1,102,8,4,8,4,264,156,1,0,26,0.7333333329999999,0.066666667,0.066666667,1.066666667,0.034797847,0.081857525,0
1418,1,8,8,24.125,140,8,8,0,0,24,4,24,4,832,140,3,0,19,1.133333333,0.0,0.133333333,1.533333333,0.060304761,0.004494077,0
1419,0,13,8,32.76923077,81,1,1,0,0,525,43,525,43,12644,923,0,0,0,4.4,1.2,0.0,2.8,0.136477947,0.235612214,0
1420,1,1,2,27.0,28,3,3,4,11,33,3,33,3,951,85,0,0,0,0.26666666699999997,0.0,0.0,0.066666667,0.066711575,0.098064296,0
1421,0,7,8,29.57142857,231,2,2,0,0,87,12,87,12,2390,365,1,0,0,4.6,0.4,0.2,1.4,0.35275948,0.1964681,1
1422,1,0,2,0.0,125,12,12,34,158,43,3,43,3,1467,136,1,0,0,0.4,0.0,0.0,0.0,0.9120692009999999,0.25999409,1
1423,0,15,10,38.4,92,2,2,0,0,520,55,520,55,12533,1356,0,0,0,4.0,0.2,0.6,3.6,0.113673717,0.235612214,0
1424,0,3,8,15.0,120,1,1,52,2,1,0,1,0,38,0,1,0,0,2.0,0.0,0.2,1.0,0.741549373,0.004870736,1
1425,1,0,2,0.0,83,0,0,0,5,2,1,2,1,47,21,0,0,0,0.333333333,0.0,0.0,0.0,0.610356331,0.046919111,0
1426,0,0,1,0.0,41,30,29,58,14,62,37,62,37,1425,858,0,0,0,0.2,0.0,0.0,0.0,0.913166046,0.235612214,1
1427,0,0,0,0.0,83,2,2,0,0,30,25,30,25,687,571,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
1428,1,2,7,35.5,126,1,1,1,93,12,3,12,3,391,74,1,0,32,0.8,0.066666667,0.0,0.26666666699999997,0.327484399,0.21944306800000002,0
1429,1,0,0,0.0,74,3,3,0,0,21,5,21,5,462,105,0,0,0,0.0,0.0,0.0,0.0,0.9752123359999999,0.235612214,1
1430,2,8,11,35.125,98,12,12,0,0,6,0,6,0,180,0,2,0,0,1.454545455,0.272727273,0.181818182,1.4090909090000001,0.055433333,0.065445542,0
1431,0,0,6,0.0,228,0,0,0,3,0,0,0,0,0,0,0,0,0,1.2,0.0,0.0,0.2,0.1175538,0.416321784,0
1432,2,4,5,58.75,277,1,1,97,10,11,3,11,3,316,71,0,0,0,0.363636364,0.0,0.090909091,0.409090909,0.052425265,0.0048357370000000005,0
1433,1,7,7,92.71428571,1890,0,0,2,37,66,10,66,10,1918,303,2,0,0,1.466666667,0.133333333,0.066666667,0.8,0.069532067,0.20404270300000002,0
1434,0,0,4,0.0,223,9,9,25,106,28,9,28,9,772,262,0,0,0,0.6,0.0,0.0,0.4,0.100492358,0.182768643,0
1435,1,1,5,17.0,19,1,1,0,0,3,0,3,0,96,0,1,0,43,0.666666667,0.0,0.066666667,1.4,0.09512990699999999,0.41676935600000004,0
1436,2,3,7,25.33333333,37,0,0,3,3,8,1,8,1,245,32,1,0,0,0.318181818,0.045454545,0.0,0.272727273,0.7773710490000001,0.015411786,1
1437,1,0,1,0.0,139,9,9,19,416,2,0,2,0,34,0,0,0,0,0.066666667,0.0,0.0,0.0,0.947678447,0.409630179,1
1438,1,0,1,0.0,12,0,0,0,2,46,3,46,3,1053,86,0,0,0,0.066666667,0.0,0.0,0.0,0.133121073,0.097291797,0
1439,2,8,7,16.0,81,1,1,2,2,19,3,19,3,468,94,0,0,0,0.954545455,0.318181818,0.090909091,0.409090909,0.053222477000000004,0.03658206,0
1440,1,0,3,0.0,62,8,8,0,0,56,7,56,7,1537,176,0,0,0,0.46666666700000003,0.0,0.0,0.0,0.041466266,0.03658206,0
1441,1,6,5,71.66666667,119,0,0,1,0,63,12,63,12,1858,370,3,0,3,1.133333333,0.066666667,0.066666667,0.8,0.457091719,0.5967688560000001,0
1442,1,0,3,0.0,70,10,10,127,127,89,14,89,14,2937,524,0,0,0,0.333333333,0.133333333,0.0,0.0,0.035301864,0.35773599100000003,0
1443,1,1,3,25.0,79,3,3,0,0,49,2,49,2,1300,75,0,0,0,0.2,0.0,0.0,0.066666667,0.042948306,0.235612214,0
1444,1,0,2,0.0,145,7,7,16,558,28,3,28,3,954,108,0,0,0,0.2,0.0,0.0,0.0,0.082438737,0.188180447,0
1445,2,2,6,33.0,94,109,98,0,0,69,8,64,4,2095,179,1,0,3,0.409090909,0.0,0.13636363599999998,0.454545455,0.054438889000000004,0.045839517999999996,0
1446,2,3,2,31.66666667,218,165,159,528,117,16,4,16,4,527,163,0,0,0,0.363636364,0.13636363599999998,0.13636363599999998,0.454545455,0.050220072000000004,0.004270029,0
1447,2,10,10,26.6,75,26,24,0,0,14,1,14,1,487,58,4,1,0,0.727272727,0.0,0.409090909,1.2727272729999999,0.050890565,0.013261267,0
1448,0,0,5,0.0,63,0,0,0,0,4,0,4,0,80,0,1,0,2,1.4,0.0,0.0,0.2,0.7970855240000001,0.027062878,1
1449,1,5,6,16.8,86,1,1,0,0,69,13,69,13,1629,301,0,0,0,0.6,0.0,0.066666667,0.46666666700000003,0.7077077629999999,0.038975783,0
1450,0,1,5,10.0,285,0,0,0,26,2,2,2,2,57,57,1,0,0,1.4,0.0,0.0,0.4,0.847544193,0.470027208,1
1451,0,3,4,28.66666667,185,2,2,9,39,355,49,355,49,9205,1338,0,0,0,3.0,1.0,0.2,0.6,0.411705285,0.235612214,1
1452,1,0,2,0.0,190,65,65,0,0,76,15,75,15,2497,537,0,0,0,0.26666666699999997,0.0,0.0,0.0,0.851199925,0.182768643,1
1453,1,3,6,56.66666667,168,9,6,0,0,99,18,96,17,3101,508,0,0,5,1.4,0.2,0.066666667,0.46666666700000003,0.050092517999999996,0.182768643,0
1454,0,1,1,27.0,106,0,0,2,0,159,1,159,1,3822,33,0,0,0,1.6,0.4,0.0,0.2,0.689400315,0.100637503,1
1455,0,0,5,0.0,205,1,1,1,39,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.4,0.310756147,0.41243702200000004,0
1456,2,0,1,0.0,49,4,4,0,0,27,2,27,2,773,33,0,0,0,0.13636363599999998,0.0,0.0,0.0,0.821989775,0.104023919,1
