,priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage,OOSLA
4421,0,9,8,40.66666667,198,1,1,5,72,1,1,1,1,28,28,1,1,0,5.6,0.8,0.2,2.6,0.12919080300000002,0.244387448,0
4422,0,8,7,33.5,127,13,13,0,0,29,4,29,4,1092,145,2,1,0,2.6,0.0,0.4,4.4,0.097222716,0.09550494,0
4423,1,2,4,71.5,146,10,10,0,0,23,6,23,6,655,172,0,0,0,0.2,0.0,0.0,0.2,0.353397429,0.188180447,1
4424,0,1,5,30.0,41,0,0,7,0,38,0,36,0,1132,0,0,0,0,1.0,0.0,0.2,2.0,0.157926202,0.104976915,0
4425,1,3,3,14.0,150,2,2,0,0,48,5,48,5,1395,112,0,0,0,0.4,0.133333333,0.133333333,0.2,0.801505446,0.20631085300000002,1
4426,1,1,9,24.0,185,1,1,1,93,19,15,19,15,483,349,1,0,32,1.133333333,0.066666667,0.0,0.46666666700000003,0.035088897,0.061091735999999994,0
4427,2,1,3,4.0,60,9,9,0,0,4,0,4,0,174,0,0,0,3,0.13636363599999998,0.0,0.0,0.045454545,0.12458026400000001,0.28408485699999997,0
4428,0,1,4,3.0,39,1,1,9,19,7,3,7,3,197,98,0,0,0,0.8,0.0,0.2,1.8,0.848046958,0.35795906200000005,0
4429,1,7,8,13.85714286,176,0,0,0,120,11,10,11,10,416,354,1,0,0,1.266666667,0.26666666699999997,0.133333333,0.46666666700000003,0.518827617,0.176260933,0
4430,1,3,6,53.66666667,52,23,23,183,135,53,9,53,9,1544,263,1,1,9,0.4,0.0,0.066666667,1.066666667,0.118197232,0.40458756700000004,0
4431,2,1,4,21.0,127,78,76,101,8,11,3,11,3,233,80,0,0,0,0.22727272699999998,0.0,0.090909091,0.409090909,0.266911507,0.03282259,0
4432,0,1,8,15.0,668,8,8,0,0,4,1,4,1,87,18,2,1,0,1.0,0.0,0.0,1.0,0.272031963,0.97060287,0
4433,0,10,4,36.2,36,7,7,4,0,18,3,18,3,558,68,1,0,3,4.4,0.8,0.8,4.0,0.100487441,0.018974746,0
4434,1,4,6,8.0,36,0,0,1,3,53,11,53,11,1749,352,0,0,0,0.6,0.0,0.133333333,0.8666666670000001,0.14255216699999998,0.10708457199999999,0
4435,2,1,6,23.0,129,77,75,105,16,39,4,39,4,1557,135,1,1,0,0.318181818,0.0,0.045454545,0.545454545,0.051266998,0.030654125,0
4436,0,1,3,11.0,145,0,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.0,0.0,0.6,0.255033255,0.008578470999999999,0
4437,0,1,3,17.0,81,0,0,0,1,30,4,26,4,755,101,0,0,11,0.2,0.0,0.0,1.8,0.411446095,0.44876849700000004,0
4438,1,2,5,65.5,149,0,0,58,8,2,0,2,0,30,0,0,0,0,0.933333333,0.0,0.066666667,0.666666667,0.274798453,0.004149341,0
4439,1,7,11,19.85714286,172,1,1,1,93,19,15,19,15,483,349,1,0,24,3.0,0.4,0.0,0.8,0.519041061,0.061091735999999994,1
4440,2,4,5,32.75,122,0,0,7,0,35,8,35,8,1098,193,0,0,0,0.545454545,0.045454545,0.0,0.363636364,0.286100924,0.038925372,1
4441,1,2,2,19.5,40,3,3,10,9,11,0,11,0,295,0,0,0,0,0.333333333,0.0,0.133333333,0.666666667,0.732629538,0.35795906200000005,0
4442,0,2,6,24.5,232,6,5,37,26,9,6,9,6,311,237,0,0,11,1.6,0.0,0.2,2.6,0.154373258,0.3109667,0
4443,0,0,3,0.0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.0,0.2,1.4,0.270254731,0.00417709,0
4444,0,1,7,43.0,267,8,8,0,0,5,1,5,1,133,23,0,0,0,2.4,0.0,0.2,1.6,0.16883134800000002,0.130892351,0
4445,1,0,1,0.0,124,0,0,0,3,54,9,54,9,1539,259,0,0,0,0.4,0.0,0.0,0.0,0.067721725,0.038925372,0
4446,0,9,7,238.4444444,50,0,0,13,12,5,2,5,2,153,64,4,0,0,9.8,2.6,0.2,3.2,0.104043365,0.008404861,0
4447,2,1,4,5.0,87,88,85,329,62,14,1,14,1,301,23,0,0,0,0.545454545,0.0,0.090909091,0.363636364,0.053892851,0.004985122,0
4448,0,1,2,15.0,80,4,4,0,0,43,10,43,10,1188,228,0,0,0,0.2,0.0,0.0,1.8,0.90926218,0.20631085300000002,0
4449,0,0,2,0.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0.888605118,0.004165958,1
4450,0,1,2,7.0,51,0,0,13,11,37,7,37,7,1064,224,0,0,0,1.2,0.2,0.0,0.2,0.8067278859999999,0.35773599100000003,1
4451,1,3,7,46.66666667,30,0,0,12,3,27,3,27,3,876,94,0,0,6,0.933333333,0.066666667,0.066666667,0.7333333329999999,0.323911667,0.327198386,0
4452,0,5,8,158.2,93,0,0,3,0,73,6,73,6,2168,155,1,1,0,3.6,0.2,0.2,2.4,0.102544427,0.086271681,0
4453,0,1,7,2.0,88,0,0,0,0,33,7,33,7,723,165,0,0,0,3.2,0.0,0.2,1.8,0.284223348,0.038925372,0
4454,0,3,5,25.66666667,152,0,0,0,0,10,0,10,0,272,0,0,0,0,4.2,0.2,0.2,1.2,0.112829834,0.192233488,0
4455,1,5,6,26.6,76,0,0,21,58,12,2,12,2,397,76,2,0,4,1.4,0.066666667,0.133333333,0.8,0.047560810999999995,0.004161873,0
4456,1,1,3,7.0,158,0,0,5,48,7,2,7,2,268,85,0,0,0,0.666666667,0.066666667,0.0,0.2,0.036423355,0.100292362,0
4457,1,4,6,34.5,123,0,0,0,0,6,2,6,2,140,32,0,0,0,0.7333333329999999,0.0,0.066666667,0.6,0.039737432999999996,0.008016364,0
4458,2,33,16,27.54545455,92,3,3,176,33,2,1,2,1,87,21,2,1,0,3.272727273,0.590909091,0.13636363599999998,2.409090909,0.050514162,0.00412846,0
4459,0,2,5,11.0,48,0,0,0,0,84,11,84,11,2426,222,0,0,0,0.8,0.2,0.4,1.6,0.45542693100000003,0.10708457199999999,0
4460,1,1,3,88.0,72,23,23,183,113,32,7,32,7,1126,259,1,0,25,0.666666667,0.133333333,0.0,0.2,0.042999446,0.49500677,0
4461,0,3,3,38.66666667,24,0,0,0,0,4,0,4,0,72,0,1,1,0,1.0,0.0,0.4,2.0,0.3179048,0.017238736,0
4462,1,10,6,19.6,78,4,4,0,0,52,9,52,9,1114,262,4,1,0,1.533333333,0.26666666699999997,0.133333333,0.8666666670000001,0.038951039,0.016141165,0
4463,0,5,5,13.2,171,1,1,0,0,38,12,38,12,1163,460,3,0,0,5.8,0.0,0.0,1.2,0.244978964,0.004132142,0
4464,2,3,8,27.66666667,56,0,0,10,0,2,1,2,1,75,32,1,0,0,0.772727273,0.0,0.0,0.13636363599999998,0.394828141,0.9141768220000001,1
4465,2,3,2,12.33333333,40,1,1,11,2,11,2,4,0,216,31,0,0,55,0.181818182,0.045454545,0.090909091,0.454545455,0.30469393699999997,0.012675165,0
4466,1,1,3,115.0,74,0,0,0,13,51,3,51,3,1890,123,0,0,34,0.6,0.0,0.0,0.46666666700000003,0.569271505,0.3109667,1
4467,0,0,3,0.0,291,0,0,0,15,6,4,6,4,237,158,0,0,3,1.0,0.0,0.0,0.2,0.186348647,0.171128064,0
4468,0,6,4,88.83333333,181,3,3,164,77,27,2,27,2,999,78,0,0,5,2.8,0.2,0.0,1.8,0.231102169,0.24326466,1
4469,1,22,7,38.13636364,306,34,33,43,27,11,3,11,3,205,64,0,0,0,2.6,0.6,0.533333333,1.6666666669999999,0.043568373,0.038975783,0
4470,0,3,6,15.0,260,9,6,13,55,14,4,13,3,424,120,0,0,0,2.0,0.2,0.2,0.8,0.714949608,0.108368911,0
4471,1,0,3,0.0,206,2,2,0,0,12,1,12,1,361,26,0,0,0,0.333333333,0.0,0.0,0.066666667,0.034512401,0.018543702,0
4472,0,2,4,15.5,69,24,24,0,0,315,48,315,48,7931,1202,0,0,0,0.6,0.0,0.2,2.8,0.8745834229999999,0.235612214,0
4473,0,5,4,29.0,53,0,0,0,0,85,16,85,16,2659,401,1,0,0,2.4,0.2,0.2,2.0,0.263869822,0.176260933,0
4474,1,2,6,20.5,24,12,12,191,336,109,33,109,33,3820,1229,0,0,42,0.533333333,0.0,0.133333333,1.266666667,0.059696078,0.35773599100000003,0
4475,1,1,5,25.0,104,8,5,0,0,50,10,47,7,873,157,0,0,0,0.333333333,0.0,0.066666667,0.46666666700000003,0.093713075,0.03282259,0
4476,0,0,5,0.0,256,9,9,25,106,4,0,4,0,109,0,0,0,0,1.4,0.0,0.2,2.2,0.40500658799999995,0.169906542,1
4477,1,8,7,45.375,126,4,4,0,0,16,7,16,7,441,157,3,0,4,2.2,0.133333333,0.0,0.533333333,0.258535326,0.949584126,1
4478,0,2,7,6.0,74,13,12,0,0,5,2,5,2,182,64,1,0,8,2.0,0.2,0.0,0.8,0.14758822300000002,0.032356955,0
4479,0,8,10,24.375,185,1,1,3,0,32,16,32,16,1122,576,2,1,0,3.2,0.2,0.2,2.0,0.272677571,0.13354434099999998,1
4480,0,1,1,9.0,276,3,3,0,0,85,40,85,40,1986,966,0,0,0,0.2,0.0,0.0,0.2,0.9164831640000001,0.235612214,1
4481,0,4,7,11.5,102,0,0,0,6,49,12,49,12,1545,391,0,0,0,3.0,0.0,0.2,2.2,0.16826105100000002,0.20631085300000002,0
4482,0,0,4,0.0,396,9,9,25,106,4,0,4,0,109,0,1,0,0,2.4,0.0,0.0,0.8,0.09810197400000001,0.1964681,0
4483,0,4,3,8.5,162,2,2,0,0,72,12,72,12,1782,258,0,0,0,1.6,0.0,0.2,1.8,0.133864164,0.09893021,0
4484,1,4,6,21.75,212,1,1,1,93,5,3,5,3,171,113,2,1,0,0.8,0.066666667,0.0,0.666666667,0.520484626,0.47984179899999996,1
4485,1,9,6,18.44444444,34,0,0,0,0,9,0,9,0,216,0,0,0,0,3.4,1.2,0.26666666699999997,1.133333333,0.032295704,0.006830506,0
4486,0,0,4,0.0,136,3,2,38,0,8,5,8,5,234,162,0,0,0,0.8,0.0,0.0,0.2,0.89753449,0.327198386,1
4487,2,4,3,86.5,37,0,0,0,0,2,1,2,1,37,18,0,0,0,0.636363636,0.090909091,0.090909091,0.8636363640000001,0.049955398,0.072359115,0
4488,1,8,6,39.75,77,0,0,4,1,19,1,19,1,504,42,1,0,0,1.6666666669999999,0.133333333,0.066666667,1.0,0.037987232,0.0071943169999999996,0
4489,0,1,2,27.0,87,70,69,112,39,45,7,45,7,1383,194,1,0,0,0.8,0.0,0.0,0.2,0.878795743,0.22182123399999998,1
4490,0,17,10,23.29411765,49,0,0,0,0,3,0,3,0,69,0,1,0,0,8.6,1.6,0.0,3.6,0.291332632,0.968082309,1
4491,2,2,6,74.0,115,55,55,127,36,33,8,33,8,1112,314,2,0,0,0.818181818,0.272727273,0.0,0.090909091,0.682629466,0.146268308,1
4492,2,4,6,89.25,94,2,2,4,3,0,0,0,0,0,0,1,0,0,0.454545455,0.045454545,0.22727272699999998,0.5,0.066281915,0.054892629000000005,0
4493,1,1,4,7.0,226,0,0,0,0,6,1,6,1,90,13,0,0,43,0.2,0.0,0.066666667,0.666666667,0.8448773620000001,0.156470209,0
4494,1,0,2,0.0,215,9,9,19,416,64,51,64,51,1791,1381,0,0,40,0.066666667,0.0,0.0,0.2,0.775634646,0.171128064,1
4495,1,0,4,0.0,211,0,0,0,0,28,11,27,11,1055,428,1,0,0,1.066666667,0.0,0.0,0.133333333,0.047584862,0.014172322,0
4496,2,3,5,24.33333333,59,0,0,0,0,4,0,4,0,239,0,0,0,0,0.318181818,0.0,0.0,0.22727272699999998,0.054424763,0.015860688,0
4497,0,3,5,34.0,79,0,0,0,0,397,59,397,59,10612,1781,0,0,0,3.6,1.2,0.6,2.2,0.606599152,0.235612214,0
4498,2,1,2,55.0,118,23,22,48,51,0,0,0,0,0,0,0,0,0,0.13636363599999998,0.045454545,0.0,0.045454545,0.261746049,0.097291797,1
4499,0,0,0,0.0,52,5,5,5,2,5,5,5,5,116,116,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
4500,1,1,6,389.0,117,85,82,313,22,46,9,46,9,1365,235,4,0,2,1.133333333,0.0,0.0,0.066666667,0.48198089,0.970506072,0
4501,1,2,4,26.5,128,0,0,0,3,23,2,23,2,741,54,2,0,25,1.066666667,0.133333333,0.0,0.333333333,0.594877541,0.354858935,1
4502,1,6,4,253.33333330000002,148,3,3,163,46,19,4,19,4,644,149,1,0,0,0.8,0.133333333,0.133333333,0.8,0.524162471,0.19657445,0
4503,1,9,3,78.44444444,49,0,0,0,0,8,1,8,1,357,26,0,0,0,2.133333333,0.7333333329999999,0.0,0.8666666670000001,0.426597506,0.159511238,0
4504,2,2,5,10.5,142,0,0,0,0,1,1,1,1,23,23,0,0,0,1.181818182,0.0,0.0,0.090909091,0.054540545,0.03923722,0
4505,1,1,3,31.0,68,10,9,0,0,116,24,107,16,3087,415,0,0,0,0.533333333,0.066666667,0.066666667,0.4,0.055814475,0.10708457199999999,0
4506,1,2,4,17.0,86,0,0,1,14,7,1,7,1,184,34,0,0,0,0.666666667,0.0,0.2,0.933333333,0.497255474,0.156470209,1
4507,2,1,5,386.0,125,2,2,0,0,14,6,14,6,393,191,0,0,0,0.545454545,0.045454545,0.0,0.13636363599999998,0.319755912,0.0048357370000000005,0
4508,1,2,2,15.5,301,0,0,0,7,26,19,26,19,703,490,0,0,5,0.4,0.066666667,0.066666667,0.133333333,0.36794129,0.20631085300000002,0
4509,1,8,8,79.0,18,0,0,41,0,8,2,8,2,225,31,3,0,0,2.066666667,0.333333333,0.133333333,0.666666667,0.42210847100000004,0.073842242,0
4510,0,3,6,15.0,605,8,8,0,0,21,8,21,8,708,278,0,0,0,2.2,0.0,0.6,3.2,0.102853507,0.108368911,0
4511,1,7,6,10.0,265,9,6,13,115,34,14,26,6,1061,366,0,0,4,1.066666667,0.0,0.133333333,0.8666666670000001,0.03343451,0.108368911,0
4512,1,0,2,0.0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.0,0.0,0.0,0.817350507,0.360547185,1
4513,2,3,6,58.33333333,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772727273,0.272727273,0.0,0.363636364,0.056670099,0.182768643,0
4514,1,8,8,32.625,117,1,1,30,4,2,1,2,1,40,24,2,0,0,3.333333333,0.26666666699999997,0.0,0.666666667,0.591969967,0.9571173190000001,1
4515,0,1,3,20.0,56,48,47,62,35,38,7,38,7,1081,158,0,0,0,1.2,0.2,0.0,0.2,0.878965855,0.20631085300000002,1
4516,0,1,4,52.0,90,0,0,0,0,8,2,8,2,153,46,0,0,14,1.0,0.4,0.0,0.6,0.173733115,0.28970319,0
4517,1,0,2,0.0,225,0,0,0,15,24,6,24,6,1036,216,1,0,2,0.7333333329999999,0.0,0.0,0.2,0.489740819,0.49500677,1
4518,0,0,1,0.0,43,75,74,109,49,25,12,25,12,673,332,1,0,0,0.6,0.0,0.0,0.0,0.889543176,0.22182123399999998,1
4519,1,7,7,109.1428571,77,1,1,29,27,16,0,16,0,302,0,2,0,0,1.6666666669999999,0.26666666699999997,0.066666667,0.8666666670000001,0.037904322000000004,0.008249428,0
4520,1,3,6,86.0,198,4,4,18,550,40,3,40,3,1215,98,0,0,27,0.4,0.0,0.2,0.666666667,0.161384761,0.35773599100000003,0
4521,0,0,5,0.0,257,3,0,3,5,16,0,16,0,446,0,0,0,0,0.8,0.0,0.0,0.2,0.328931898,0.192233488,0
4522,1,11,6,70.18181818,75,10,10,0,0,29,4,29,4,902,122,0,0,0,1.4,0.2,0.26666666699999997,1.0,0.037605107,0.022201633,0
4523,2,1,4,12.0,114,56,56,204,92,25,1,25,1,529,17,0,0,0,0.363636364,0.0,0.045454545,0.272727273,0.6939339640000001,0.038925372,0
4524,2,16,10,61.875,85,2,2,6,6,14,5,14,5,376,127,3,0,5,1.727272727,0.318181818,0.13636363599999998,0.954545455,0.050174624,0.00452029,1
4525,0,7,6,34.71428571,156,7,7,0,0,85,11,85,11,2359,245,0,0,0,3.4,0.2,0.0,1.6,0.119592428,0.03658206,0
4526,0,16,7,46.5625,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,1.0,0.8,3.4,0.11555022,0.35773599100000003,0
4527,0,0,4,0.0,301,17,15,50,4,17,2,17,2,349,31,0,0,0,0.6,0.0,0.0,0.2,0.259382665,0.097291797,0
4528,0,6,5,9.666666667000001,87,0,0,0,0,324,37,324,37,8145,897,0,0,0,2.0,0.0,0.4,1.8,0.8980264659999999,0.235612214,1
4529,0,7,4,47.28571429,147,0,0,0,0,14,4,14,4,284,95,0,0,0,3.6,0.6,0.6,3.4,0.521214306,0.44876849700000004,0
4530,2,2,5,10.5,110,47,46,0,0,22,4,22,4,610,134,0,0,0,0.318181818,0.0,0.0,0.090909091,0.50915879,0.130892351,1
4531,1,0,2,0.0,47,0,0,0,0,34,4,34,4,933,165,0,0,2,0.2,0.0,0.0,0.0,0.62393868,0.10708457199999999,1
4532,2,2,3,25.5,103,51,51,183,90,1,0,1,0,21,0,0,0,0,0.318181818,0.0,0.045454545,0.363636364,0.204555035,0.116856314,0
4533,0,6,10,18.33333333,78,6,6,0,0,10,0,9,0,405,0,4,2,0,3.2,0.4,0.6,4.2,0.685584188,0.008233268,0
4534,1,0,4,0.0,203,8,8,24,386,48,3,48,3,1533,100,0,0,0,0.666666667,0.0,0.0,0.0,0.09757530699999999,0.104976915,0
4535,1,6,7,11.5,70,0,0,35,4,6,0,6,0,223,0,1,0,0,1.0,0.0,0.066666667,0.8,0.041347235,0.004128309,0
4536,1,2,3,9.0,47,0,0,0,0,18,5,18,5,439,112,1,0,0,1.266666667,0.066666667,0.0,0.2,0.346942604,0.0042056870000000005,1
4537,1,2,5,28.0,377,0,0,0,68,4,3,4,3,175,96,0,0,0,0.6,0.066666667,0.0,0.133333333,0.040372461,0.018543702,0
4538,1,1,4,4.0,115,2,2,0,0,112,14,111,14,3606,374,0,0,0,0.333333333,0.0,0.0,0.066666667,0.681476235,0.10708457199999999,0
4539,0,0,2,0.0,80,0,0,0,0,1,0,0,0,58,0,0,0,0,0.4,0.0,0.0,0.2,0.148676604,0.45611506700000004,0
4540,1,0,3,0.0,1134,1,1,18,11,24,5,24,5,590,110,0,0,0,0.066666667,0.0,0.066666667,0.46666666700000003,0.85839963,0.004985122,0
4541,2,1,2,3.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409090909,0.13636363599999998,0.045454545,0.22727272699999998,0.06270051,0.072359115,0
4542,1,4,9,21.0,103,27,21,0,0,15,3,15,3,517,103,2,1,0,0.666666667,0.066666667,0.066666667,1.333333333,0.45450511600000004,0.041518256,0
4543,0,4,3,11.0,109,1,1,7,6,0,0,0,0,0,0,0,0,0,1.6,0.4,0.2,1.8,0.16181919,0.055891681,0
4544,2,0,2,0.0,56,34,33,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0.0,0.0,0.0,0.8585026259999999,0.45475915100000003,1
4545,1,0,1,0.0,97,0,0,0,0,48,16,48,16,1205,343,0,0,0,0.333333333,0.0,0.0,0.0,0.817350507,0.097291797,1
4546,0,1,6,26.0,110,0,0,3,12,8,0,8,0,276,0,0,0,0,1.4,0.0,0.0,1.2,0.799975753,0.217938468,0
4547,2,2,5,18.5,50,65,64,86,31,18,2,18,2,404,45,0,0,0,0.272727273,0.0,0.045454545,0.5,0.054921359,0.03282259,0
4548,1,13,11,31.23076923,117,12,12,0,0,202,8,202,8,4905,266,1,0,0,2.5333333330000003,0.46666666700000003,0.066666667,1.266666667,0.030303329,0.35281229,0
4549,1,4,9,34.5,295,2,2,0,0,57,25,57,25,1090,451,4,0,9,1.533333333,0.133333333,0.0,0.4,0.039324224,0.004139129,0
4550,1,1,5,115.0,143,6,6,0,0,17,2,17,2,527,46,0,0,0,0.333333333,0.0,0.0,0.2,0.841477156,0.0045444,1
4551,1,8,9,39.0,376,0,0,3,19,74,5,74,5,2102,142,0,0,6,2.066666667,0.26666666699999997,0.0,0.533333333,0.299365014,0.038925372,1
4552,0,9,5,31.0,3746,2,2,0,0,4,2,4,2,132,79,0,0,0,7.4,2.2,0.0,2.0,0.346621186,0.130892351,0
4553,0,5,7,33.8,163,1,0,0,0,70,4,70,4,2231,98,0,0,0,3.6,0.2,0.4,2.2,0.129530519,0.10708457199999999,0
4554,0,14,14,29.78571429,378,0,0,0,0,15,4,14,4,582,117,2,0,3,7.2,0.2,0.4,5.6,0.31173706100000004,0.087636881,0
4555,0,2,1,9.0,78,1,1,9,17,140,24,140,24,3347,667,0,0,0,1.0,0.0,0.0,0.4,0.8881229759999999,0.09893021,1
4556,2,0,4,0.0,193,80,79,99,27,0,0,0,0,0,0,2,0,0,0.454545455,0.0,0.0,0.0,0.399205804,0.125105381,0
4557,2,2,7,16.5,57,0,0,0,0,7,3,7,3,298,160,2,1,0,0.545454545,0.0,0.0,0.727272727,0.051043451,0.019359441,0
4558,0,9,8,20.77777778,238,0,0,0,0,55,12,55,12,1771,433,5,1,7,2.2,0.0,0.2,4.6,0.325990409,0.00414669,1
4559,0,0,3,0.0,164,0,0,3,12,13,3,13,3,398,81,1,1,0,0.2,0.0,0.0,0.2,0.911370456,0.016471535,1
4560,0,0,0,0.0,47,4,4,0,0,206,58,206,58,5040,1408,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
4561,1,0,5,0.0,282,0,0,0,68,5,3,5,3,181,128,0,0,0,0.533333333,0.066666667,0.0,0.2,0.057057798,0.108368911,0
4562,1,4,4,110.75,22,2,2,6,0,32,0,32,0,972,0,0,0,40,0.7333333329999999,0.133333333,0.066666667,1.133333333,0.44968110299999997,0.032966185,0
4563,0,2,3,15.5,67,0,0,0,0,32,12,32,12,719,231,0,0,0,2.2,0.2,0.6,1.6,0.10530096300000001,0.09893021,0
4564,1,2,5,46.5,26,1,1,0,0,25,3,25,3,488,65,0,0,0,0.4,0.0,0.133333333,0.4,0.34552454899999996,0.03658206,0
4565,2,5,5,44.6,90,2,2,3,2,5,1,5,1,147,36,0,0,3,0.818181818,0.13636363599999998,0.181818182,0.454545455,0.104220361,0.00939637,0
4566,1,9,9,62.44444444,55,2,2,0,0,49,5,49,5,1455,156,1,0,5,1.8666666669999998,0.2,0.066666667,0.7333333329999999,0.052109301,0.019113615,0
4567,1,10,3,25.5,187,0,0,0,0,7,4,7,4,226,111,0,0,0,1.333333333,0.333333333,0.333333333,1.066666667,0.059015423,0.022201633,0
4568,0,5,4,31.8,86,1,1,9,0,3,0,3,0,87,0,2,1,0,2.0,0.2,0.0,1.6,0.104970515,0.004678259000000001,0
4569,1,4,5,17.5,155,105,102,0,0,5,0,5,0,152,0,3,0,0,1.133333333,0.0,0.066666667,0.6,0.045236498,0.963096023,0
4570,2,17,12,29.29411765,47,6,6,5,0,2,0,2,0,94,0,5,0,0,2.1818181819999998,0.545454545,0.22727272699999998,1.454545455,0.050433517000000004,0.9689406159999999,0
4571,2,3,6,12.66666667,216,47,46,0,0,49,12,44,9,1399,352,0,0,0,0.454545455,0.045454545,0.090909091,0.363636364,0.052898228,0.10708457199999999,0
4572,1,5,8,24.2,124,14,14,0,0,9,0,7,0,284,0,4,0,13,2.2,0.333333333,0.0,0.333333333,0.039739996,0.00698931,0
4573,1,2,3,9.5,81,7,7,0,0,0,0,0,0,0,0,1,0,0,0.533333333,0.0,0.0,0.133333333,0.053165853,0.490561515,0
4574,2,2,3,160.0,45,0,0,0,0,8,4,8,4,238,136,0,0,0,0.181818182,0.045454545,0.0,0.13636363599999998,0.83901298,0.130892351,1
4575,1,1,3,54.0,103,2,2,3,13,31,6,31,6,847,180,0,0,11,0.4,0.0,0.0,0.066666667,0.703203976,0.098064296,1
4576,0,4,6,30.5,66,0,0,0,0,31,3,31,3,830,96,0,0,0,2.8,0.2,0.0,1.2,0.101383537,0.038925372,0
4577,2,4,11,17.5,64,1,1,11,8,20,4,20,4,681,178,0,0,2,0.8636363640000001,0.0,0.0,0.22727272699999998,0.052189945999999994,0.025711562,0
4578,0,4,8,60.5,197,0,0,2,10,67,12,67,12,2031,362,1,0,0,4.0,1.2,0.0,1.2,0.258988559,0.038928628,0
4579,2,3,4,20.0,13,0,0,88,90,23,2,23,2,838,48,0,0,0,0.22727272699999998,0.0,0.045454545,0.545454545,0.058071226,0.10068356199999999,0
4580,1,5,7,43.8,89,1,1,41,153,51,1,51,1,1604,26,1,1,0,1.266666667,0.0,0.2,1.333333333,0.039187044,0.12421120699999999,0
4581,2,2,6,11.0,82,29,29,0,0,7,5,7,5,201,143,1,0,0,0.727272727,0.0,0.045454545,0.318181818,0.051728904000000006,0.004130994,0
4582,0,3,5,10.0,187,0,0,0,44,9,9,9,9,201,201,0,0,0,2.2,0.6,0.0,0.6,0.271250665,0.235612214,0
4583,0,4,6,19.0,84,4,4,0,0,0,0,0,0,0,0,1,1,0,2.8,0.8,0.2,1.8,0.36968588799999996,0.244387448,0
4584,0,0,3,0.0,84,67,66,75,51,133,14,133,14,2886,407,1,0,0,1.2,0.0,0.0,0.0,0.874221921,0.6504160170000001,1
4585,0,12,8,43.83333333,80,4,4,0,0,329,56,329,56,8515,1389,0,0,0,4.6,0.6,0.2,3.4,0.362636358,0.235612214,1
4586,1,5,5,18.8,126,1,1,22,54,22,2,21,2,755,85,1,0,0,1.333333333,0.133333333,0.0,0.46666666700000003,0.5675109620000001,0.96273458,1
4587,0,32,9,64.75,138,19,19,0,0,36,9,36,9,1050,299,2,1,0,10.4,1.2,0.2,6.8,0.10207381800000001,0.229542881,0
4588,1,1,2,5.0,619,0,0,0,0,33,3,32,2,1137,121,1,0,0,0.533333333,0.0,0.066666667,0.533333333,0.551024795,0.261366427,0
4589,2,3,6,14.0,44,1,1,0,0,11,2,11,2,291,35,1,0,0,0.363636364,0.0,0.090909091,0.590909091,0.646842241,0.36732521700000004,0
4590,2,0,3,0.0,109,0,0,19,12,7,1,7,1,231,20,0,0,0,1.045454545,0.0,0.0,0.045454545,0.10015413199999999,0.0045444,0
4591,0,0,2,0.0,81,0,0,7,0,3,0,3,0,92,0,0,0,2,0.6,0.0,0.2,1.4,0.8078244920000001,0.19784644199999998,0
4592,0,2,3,19.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.8,0.12498304199999999,0.004136031,0
4593,2,1,4,12.0,64,0,0,0,0,0,0,0,0,0,0,1,0,56,0.22727272699999998,0.0,0.0,0.22727272699999998,0.132680178,0.0044723,0
4594,1,1,3,36.0,105,107,107,0,0,81,14,81,14,2642,421,0,0,0,0.533333333,0.0,0.066666667,0.533333333,0.057603775999999995,0.182768643,0
4595,1,1,4,7.0,44,0,0,0,0,101,12,101,12,3008,331,1,1,0,0.333333333,0.0,0.066666667,0.533333333,0.820510447,0.18018488600000002,0
4596,1,1,6,12.0,42,18,18,196,46,97,17,95,15,3114,526,0,0,0,0.933333333,0.2,0.0,0.26666666699999997,0.033883929,0.182768643,0
4597,1,19,8,41.52631579,124,139,138,493,24,26,2,26,2,682,77,0,0,0,3.2,0.8666666670000001,0.133333333,1.266666667,0.316615015,0.004985122,0
4598,2,3,8,15.0,113,110,109,730,320,70,10,70,10,2428,397,0,0,0,0.772727273,0.13636363599999998,0.0,0.181818182,0.543306351,0.038925372,1
